Modded Block,Vanilla Block
quark:yellow_blossom_hedge,chorus_flower
quark:mossy_cobblestone_bricks,mossy_stone_bricks
quark:potato_crate,potatoes
quark:bamboo_mat_carpet,magenta_carpet
quark:flowering_azalea_leaf_carpet,flowering_azalea_leaves
quark:yellow_blossom_leaf_carpet,yellow_carpet
lootr:lootr_trapped_chest,trapped_chest
create:brown_seat,brown_bed
supplementaries:brass_lantern,lantern
quark:carrot_crate,carrots
quark:potted_yellow_blossom_sapling,potted_cherry_sapling
quark:blossom_trapdoor,cherry_trapdoor
quark:potted_orange_blossom_sapling,potted_cherry_sapling
create:radial_chassis,powered_rail
create:pulse_repeater,repeater
create:pulse_extender,pearlescent_froglight
newslabvariants:yellow_wool_slab,yellow_wool
morebeautifultorches:amethyst_block_wall_torch,amethyst_block
biomesoplenty:icy_iris,ice
biomesoplenty:medium_rose_quartz_bud,medium_amethyst_bud
supplementaries:candle_holder_pink,pink_candle
decorative_blocks:cherry_seat,cherry_wood
handcrafted:oak_shelf,oak_wood
vinery:red_wine,red_stained_glass
mtr:pids_4,piston
mtr:railway_sign_5_even,spruce_wall_sign
another_furniture:pink_tall_stool,pink_concrete
beautify:oak_picture_frame,oak_wood
vinery:basket,flower_pot
supplementaries:candle_holder_light_gray,light_gray_candle
eanimod:post_acacia,acacia_wood
minecolonies:blockhutmechanic,oxidized_cut_copper
minecolonies:blockhutblacksmith,jigsaw
minecolonies:blockhutshepherd,oxidized_cut_copper
minecolonies:blockhutsmeltery,oxidized_cut_copper
minecolonies:composted_dirt,dirt
domum_ornamentum:brown_bricks,bricks
domum_ornamentum:vanilla_fence_compat,jungle_fence
domum_ornamentum:panel,light_gray_stained_glass_pane
domum_ornamentum:beige_bricks,bricks
domum_ornamentum:cream_bricks,bricks
domum_ornamentum:vanilla_fence_gate_compat,jungle_fence_gate
domum_ornamentum:blue_floating_carpet,blue_carpet
minecolonies:barrel_block,barrel
minecolonies:blockhutchickenherder,note_block
minecolonies:blockhutcowboy,note_block
structurize:blocksolidsubstitution,note_block
minecolonies:blockhutfield,note_block
minecolonies:blockhutfarmer,note_block
byg:soapstone_brick_stairs,brick_stairs
byg:soapstone_pillar,quartz_pillar
byg:stripped_aspen_log,stripped_spruce_log
byg:aspen_planks,spruce_planks
connectedglass:clear_glass_light_gray_pane,light_gray_stained_glass_pane
minecolonies:blockhutcomposter,oxidized_cut_copper
byg:stripped_aspen_wood,stripped_spruce_wood
block_variants:green_terracotta_slab,green_terracotta
connectedglass:clear_glass_green,green_stained_glass
byg:aspen_stairs,spruce_stairs
byg:aspen_door,spruce_door
minecolonies:blockhutfisherman,note_block
graveyard:dark_iron_trapdoor,iron_trapdoor
farmersdelight:apple_pie,potted_poppy
exoticbirds:gold_birdcage,gold_block
exoticbirds:dark_oak_birdcage,dark_oak_wood
domum_ornamentum:white_floating_carpet,white_carpet
thingamajigs:velvet_rope_fence,crimson_fence
minecolonies:blockhuthospital,oxidized_cut_copper
biomesoplenty:smooth_black_sandstone,smooth_sandstone
biomesoplenty:smooth_black_sandstone_slab,smooth_sandstone_slab
ms:ore/tin,weathered_copper
modernlife:trash_can,dispenser
ms:chest/acacia,acacia_wood
ms:ore/jet,air
ms:stone/marble,prismarine_brick_slab
ms:crop/tomato,potatoes
ms:crop/vanilla,bedrock
ms:crop/rice,potted_bamboo
createcafe:coffee_crop,pitcher_crop
farmersrespite:tea_bush,sweet_berry_bush
ms:crop/onion,carrots
createcafe:cassava_crop,wheat
modernlife:acacia_glass_door,acacia_door
italian_delight:crop_7,wheat
ms:crop/crimson_berry,crimson_fungus
collectorsreap:lime_bush,lime_bed
ms:ore/onyx,amethyst_block
ms:ore/amazonite,andesite
ms:stone/limestone,stone
silentgear:wild_flax_plant,kelp_plant
ars_nouveau:sconce,scaffolding
minecolonies:blockhutdeliveryman,note_block
waystones:orange_sharestone,orange_concrete
waystones:magenta_sharestone,magenta_concrete
domum_ornamentum:blockpaperwall,prismarine_wall
minecolonies:blockhutbaker,dripstone_block
minecolonies:blockhuttavern,oxidized_cut_copper
chipped:massive_tuff_bricks,tuff_bricks
chipped:polished_tuff,polished_tuff
fantasyfurniture:decorations/stackable_pumpkins,pumpkin
fantasyfurniture:dunmer/bookshelf,bookshelf
fantasyfurniture:nordic/table_small,crafting_table
fantasyfurniture:nordic/chandelier,candle
chipped:eroded_granite,granite
create_enchantment_industry:disenchanter,dispenser
ecologics:coconut_leaves,jungle_leaves
snowrealmagic:snow,snow
snowrealmagic:stairs,spruce_stairs
snowrealmagic:slab,stone_slab
snowrealmagic:fence,acacia_fence
interiors:black_floor_chair,black_carpet
mcwtrpdoors:dark_oak_barn_trapdoor,dark_oak_trapdoor
vs_eureka:purple_balloon,purple_concrete
domum_ornamentum:beige_stone_bricks,stone_bricks
chipped:bundled_black_wool,black_wool
handcrafted:dark_oak_side_table,dark_oak_wood
handcrafted:dark_oak_couch,dark_oak_wood
interiors:purple_floor_chair,purple_carpet
byg:red_rock_brick_wall,red_sandstone_wall
chipped:cut_andesite_column,andesite
minecolonies:colony_banner,light_gray_wall_banner
eanimod:chicken_nest,bee_nest
mekanismgenerators:turbine_valve,piston
travelersbackpack:cactus,cactus
waystones:lime_sharestone,lime_concrete
waystones:yellow_sharestone,yellow_concrete
create_new_age:netherite_magnet,netherite_block
create:elevator_pulley,lever
create:elevator_contact,ladder
chipped:sandstone_bricks,stone_bricks
chipped:layed_sandstone_bricks,stone_bricks
betterend:lacugrove_door,jungle_door
chipped:sanded_sandstone,sandstone
stoneworks:sandstone_brick_slab,stone_brick_slab
the_vault:vault_bedrock,bedrock
architects_palette:heavy_mossy_stone_bricks,mossy_stone_bricks
architects_palette:twisted_boards,warped_planks
architects_palette:stripped_twisted_wood,stripped_spruce_wood
create:andesite_pillar,quartz_pillar
auxiliaryblocks:mossy_dirt,dirt
decorative_blocks:chain,chain
the_vault:polished_vault_stone,vault
the_vault:chiseled_vault_stone,vault
the_vault:vault_cobblestone,cobblestone
the_vault:bumbo_polished_vault_stone,vault
create:green_seat,green_bed
mcwroofs:spruce_planks_lower_roof,spruce_planks
immersiveengineering:ore_lead,gold_ore
immersive_weathering:exposed_iron_trapdoor,iron_trapdoor
buildersaddition:cabinet_spruce,spruce_wood
trapblocks:trap_dirt,dirt
chipped:tinkering_table,crafting_table
create:mechanical_crafter,crafter
fantasyfurniture:furniture_station,acacia_wood
fantasyfurniture:dunmer/chair,birch_wood
fantasyfurniture:decorations/brewing_cauldron,cauldron
fantasyfurniture:dunmer/table_large,crafting_table
fantasyfurniture:decorations/tankards_honeymead,honey_block
fantasyfurniture:decorations/muffins_sweetberry,sweet_berry_bush
fantasyfurniture:decorations/snowballs,snow
fantasyfurniture:decorations/bone_skeleton_skull_blossoms,skeleton_wall_skull
farmersdelight:full_tatami_mat,magenta_carpet
fantasyfurniture:dunmer/lockbox,black_shulker_box
fantasyfurniture:decorations/spider_web_wide,infested_deepslate
fantasyfurniture:dunmer/wall_light,light
create:cut_granite_brick_slab,stone_brick_slab
chipped:offset_stone_bricks,stone_bricks
create:small_deepslate_brick_slab,deepslate_brick_slab
create:small_tuff_brick_wall,tuff_brick_wall
rechiseled:stone_bordered_connecting,stone
dustrial_decor:bolted_industrial_iron_stairs,resin_brick_stairs
swem:star_worm_cobble,infested_cobblestone
chipped:eroded_sandstone,sandstone
stoneworks:sandstone_tile_stairs,sandstone_stairs
hearth_and_home:brick_chimney,brick_wall
fairylights:fairy_light,light
searchlight:wall_light_red,red_sandstone_wall
fairylights:heart_light,light
fairylights:flower_light,light
fairylights:meteor_light,light
lampcrafting:red_flat_redstone_lamp_on,redstone_lamp
supplementaries:hanging_sign_dark_oak,dark_oak_wall_hanging_sign
dramaticdoors:tall_dark_oak_door,dark_oak_door
hexerei:herb_drying_rack,dispenser
handcrafted:spruce_drawer,spruce_wood
farmersdelight:half_tatami_mat,magenta_carpet
bakery:brick_stove,bricks
handcrafted:yellow_cup,yellow_candle
bakery:tray,dispenser
morebookshelves:spruce_bookshelf,bookshelf
botanypots:light_gray_terracotta_botany_pot,light_gray_terracotta
chimes:glass_bells,bell
another_furniture:light_gray_tall_stool,light_gray_carpet
variantchiseledbookshelves:spruce_chiseled_bookshelf,chiseled_bookshelf
handcrafted:spruce_fancy_bed,spruce_wood
luphieclutteredmod:luphie_plated_cinnamon_bun,lime_candle_cake
vinery:apple_wine,vine
beautify:spruce_picture_frame,spruce_wood
webdisplays:screen,glass_pane
cfm:oak_desk_cabinet,oak_wood
webdisplays:kb_right,cherry_button
webdisplays:kb_left,cherry_button
darkutils:vector_plate_fast,jungle_pressure_plate
twilightforest:canopy_stairs,jungle_stairs
bonezone:skeleton_potted_red_tulip,potted_red_tulip
bonezone:skeleton_potted_poppy,potted_poppy
bonezone:skeleton_potted_orange_tulip,potted_orange_tulip
bonezone:spinal_skull_deer,skeleton_wall_skull
bonezone:spinal_skull_goat,skeleton_wall_skull
bonezone:skeleton_potted_oxeye_daisy,potted_oxeye_daisy
ad_astra:iron_plating,iron_block
ad_astra:glowing_iron_pillar,quartz_pillar
ad_astra:polished_moon_stone,stone
cfm:spruce_upgraded_fence,spruce_fence
ad_astra:coal_generator,coal_block
mekanism:basic_mechanical_pipe,piston
mekanism:elite_fluid_tank,water_cauldron
mcwlights:chain_lantern,lantern
pixelmon:green_mail_box,green_shulker_box
pixelmon:green_berry_wood_stairs,spruce_stairs
pixelmon:green_berry_wood_door,spruce_door
pixelmon:mug_ball,bricks
pixelmon:green_cushion_chair,green_carpet
pixelmon:washing_machine,loom
pixelmon:mower,loom
more_biomes:ashen_dirt,dirt
integrateddynamics:cable,rail
kubejs:sulfuric_acid,water_cauldron
integrateddynamics:variablestore,vine
integrateddynamics:materializer,crafter
create:polished_cut_calcite,calcite
create:cut_calcite,calcite
create:diorite_pillar,diorite
decorative_blocks:soul_brazier,soul_wall_torch
securitycraft:iron_door_reinforced,iron_door
create:black_seat,black_bed
create:layered_diorite,diorite
securitycraft:keycard_lock,note_block
zombie_extreme:metal_fence,oak_fence
immersive_weathering:waxed_iron_trapdoor,iron_trapdoor
davebuildingmod:steel_button,pale_oak_button
decoration_mod:iron_bar_6,iron_bars
decoration_mod:iron_bar,iron_bars
the_scp_containment:key_card_reader_lvl_3,note_block
decoration_mod:recycle_bin,dispenser
scp_block_additional_packs:deskpc,bookshelf
immersive_weathering:waxed_iron_bars,iron_bars
davebuildingmod:steel_door,iron_door
spore:iron_ladder,ladder
davebuildingmod:steel_trapdoor,iron_trapdoor
davebuildingmod:animated_server_rack,water_cauldron
zombie_extreme:computer_monitor,observer
zombie_extreme:sand_bag,sand
decoration_mod:iron_bar_5,iron_bars
davebuildingmod:gray_steel_button,dark_oak_button
zombie_extreme:wooden_barricades,bamboo_fence
davebuildingmod:red_steel_wall,red_sandstone_wall
davebuildingmod:white_steel_wall,white_concrete
davebuildingmod:black_steel_button,polished_blackstone_button
decoration_mod:triangular_traffic_signal_1,warped_wall_sign
anthropology_items__structures:airtight_door,iron_door
decoration_mod:glow_squid_paper_lantern,lantern
decoration_mod:slime_paper_lantern,lantern
decoration_mod:spider_paper_lantern,lantern
decorative_blocks:stone_pillar,quartz_pillar
securitycraft:reinforced_iron_block,iron_block
securitycraft:projector,glass_pane
securitycraft:keypad_trapdoor,jungle_trapdoor
moretrapdoor:lava_still_trapdoor,jungle_trapdoor
deeperdarker:smooth_sculk_stone_stairs,smooth_sandstone_stairs
betteramethyst:amethyst_bricks_stairs,prismarine_brick_stairs
industrialforegoing:ether_gas,void_air
industrialforegoing:essence,soul_wall_torch
industrialforegoing:fermented_ore_meat,iron_ore
create:creative_fluid_tank,water_cauldron
deeperdarker:polished_sculk_stone,sculk
betteramethyst:chiseled_amethyst_crystal_block,amethyst_block
betteramethyst:amethyst_bricks,amethyst_block
deep_dark_regrowth:overloaded_sculk,sculk
betteramethyst:smooth_amethyst_crystal_block,amethyst_block
deep_dark_regrowth:fernus,fern
deep_dark_regrowth:soul_crystal,soul_fire
deep_dark_regrowth:exxo_growth,cactus
deep_dark_regrowth:infected_mushroom,mushroom_stem
deep_dark_regrowth:sculk_tendril,sculk
deep_dark_regrowth:smooth_deepslate,deepslate
deep_dark_regrowth:sculk_sprouts,sculk
deep_dark_regrowth:ancient_vase,ancient_debris
rats:rat_hole,jungle_trapdoor
deep_dark_regrowth:apatine_plant,pitcher_plant
luphieclutteredmod:luphie_flowering_carpet,cyan_carpet
luphieclutteredmod:luphie_decorative_mushroom,mushroom_stem
luphieclutteredmod:luphie_red_checkered_block,redstone_block
luphieclutteredmod:luphie_plated_blueberry_muffin,blue_candle
luphieclutteredmod:luphie_plated_croissant,cherry_pressure_plate
luphieclutteredmod:luphie_rovers_mug,glass
luphieclutteredmod:luphie_filled_picnic_basket,cyan_glazed_terracotta
cozy_home:telescope,observer
aardvarksfurniture:modern_rubby_ducky,piston
cfm:jungle_mail_box,jungle_door
luphieclutteredmod:luphie_orange_cat_plant_pot,flower_pot
cozy_home:stump_chair,warped_roots
cozy_home:cherry_sink_counter,cherry_wood
luphieclutteredmod:luphie_mushroom_table,crafting_table
cozy_home:cherry_counter,cherry_wood
luphieclutteredmod:luphie_heart_cake,cake
aardvarksfurniture:modern_tall_plant,tall_grass
botania:corporea_brick_wall,brick_wall
nfm:cherry_door_bell,cherry_door
mcwlights:chain_wall_lantern,soul_fire_wall_lantern
botania:corporea_brick_slab,brick_slab
aardvarksfurniture:cozy_shutters,spruce_door
botania:corporea_brick,bricks
cfm:red_grill,red_concrete
luphieclutteredmod:luphie_purple_gumball_machine,purple_carpet
aardvarksfurniture:shoestand,jungle_planks
biomesoplenty:hellbark_wall_sign,pale_oak_wall_sign
luphieclutteredmod:cute_purple_bicycle,purple_concrete
luphieclutteredmod:luphie_lunar_observatory_small_table,crafting_table
luphieclutteredmod:luphie_mushroom_tv,mushroom_stem
botania:livingrock_bricks_slab,brick_slab
biomesoplenty:jacaranda_wood,acacia_wood
cfm:stripped_mangrove_desk,stripped_mangrove_wood
luphieclutteredmod:luphie_black_cat_plant_pot,flower_pot
botanypots:white_concrete_botany_pot,flower_pot
luphieclutteredmod:plant_ladder,ladder
luphieclutteredmod:luphie_darkwood_cabinet,dark_oak_wood
luphieclutteredmod:luphie_darkwood_endtable,dark_oak_wood
luphieclutteredmod:luphie_purple_armchair,purple_carpet
candlelight:typewriter_iron,iron_block
another_furniture:purple_curtain,purple_carpet
beautify:crimson_picture_frame,crimson_fence
luphieclutteredmod:luphie_black_cat_garland,black_carpet
nfm:gray_modern_table,gray_concrete
luphieclutteredmod:seaweed_planter,seagrass
luphieclutteredmod:luphie_classic_mini_table,crafting_table
pint_decorations:plante,potted_fern
luphieclutteredmod:luphie_black_cat_armchair,black_carpet
luphieclutteredmod:luphie_scattered_papers,light_weighted_pressure_plate
luphieclutteredmod:luphie_cardboard_box_filled,cyan_shulker_box
mdm:pile_of_towels,loom
aardvarksfurniture:modern_cabinet,bookshelf
luphieclutteredmod:luphie_calico_cat_purple_bookshelf,bookshelf
luphieclutteredmod:luphie_vase_purple_bookshelf,bookshelf
cozy_home:oak_chair,oak_wood
luphieclutteredmod:luphie_retro_black_fridge,black_stained_glass
luphieclutteredmod:luphie_black_glass_cabinet,black_stained_glass_pane
mdm:toilet_paper_roll,dispenser
luphieclutteredmod:luphie_black_endtable,black_terracotta
mdm:toothbrushes,bamboo
luphieclutteredmod:luphie_bulletin_board,jukebox
aardvarksfurniture:plastic_dinosaur,skeleton_wall_skull
luphieclutteredmod:luphie_hanging_plant_shelves,hanging_roots
beautify:rope,chain
luphieclutteredmod:luphie_bee_lamp,redstone_lamp
cozy_home:dark_oak_chair,dark_oak_wood
luphieclutteredmod:luphie_black_counter,black_candle
luphieclutteredmod:luphie_black_mini_cabinet,black_carpet
another_furniture:white_stool,white_carpet
mdm:bathroom_mirror,glass_pane
luphieclutteredmod:luphie_sewing_table_with_tablecloth,crafting_table
candlelight:quartz_stove,quartz_bricks
luphieclutteredmod:luphie_lunar_observatory_books,glow_lichen
mcwlights:oak_ceiling_fan_light,light
nfm:oven_range_hood_dark,furnace
pint_decorations:hanging_lampe,lantern
luphieclutteredmod:luphie_glowing_moon,glow_lichen
aardvarksfurniture:classic_rubber_ducky,pumpkin
luphieclutteredmod:scrambled_rubiks_cube,honeycomb_block
luphieclutteredmod:luphie_wine_bottle_rack,glass_pane
luphieclutteredmod:luphie_black_shelf_cabinet,black_stained_glass_pane
mdm:white_bathtub,white_bed
luphieclutteredmod:luphie_darkwood_stool,dark_oak_wood
mdm:towel_set_1,bamboo_planks
botania:piston_relay,piston
luphieclutteredmod:luphie_amethyst_endtable,amethyst_block
cozy_home:dark_oak_desk,dark_oak_wood
luphieclutteredmod:luphie_small_bookcase,bookshelf
luphieclutteredmod:luphie_cat_kitchen_table,crafting_table
luphieclutteredmod:luphie_cat_kitchen_sink,cyan_stained_glass_pane
luphieclutteredmod:luphie_cluttered_desk,bookshelf
luphieclutteredmod:luphie_polaroid_camera,lantern
ars_nouveau:smooth_gilded_sourcestone_large_bricks_stairs,polished_blackstone_brick_stairs
luphieclutteredmod:luphie_lunar_observatory_globe,glow_lichen
luphieclutteredmod:luphie_wine_bottles,glass
luphieclutteredmod:luphie_cluttered_cat_mugs,cyan_shulker_box
luphieclutteredmod:luphie_polaroids_c,prismarine
cozy_home:dark_oak_wall_clock,dark_oak_wood
